,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
31975,43,50000,MORTGAGE,11.0,EDUCATION,A,11500,,0,0.23,N,11
757,24,80000,RENT,3.0,VENTURE,C,20000,13.06,0,0.25,N,4
6927,21,86000,RENT,5.0,EDUCATION,B,6000,10.0,0,0.07,N,4
27698,29,74000,RENT,3.0,HOMEIMPROVEMENT,C,16000,13.11,1,0.22,Y,5
21482,34,48000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N,6
12874,25,85000,MORTGAGE,9.0,VENTURE,C,7200,13.57,0,0.08,N,3
12188,22,80000,MORTGAGE,6.0,EDUCATION,B,16000,11.99,0,0.2,N,3
3113,26,29400,MORTGAGE,4.0,MEDICAL,A,12000,9.32,1,0.41,N,4
1170,23,60000,RENT,0.0,MEDICAL,C,16800,13.85,0,0.28,Y,2
24486,28,55000,RENT,1.0,MEDICAL,A,10000,9.32,0,0.18,N,8
2615,23,33098,MORTGAGE,,DEBTCONSOLIDATION,D,9000,16.29,1,0.27,Y,3
9502,26,96500,RENT,10.0,DEBTCONSOLIDATION,C,8000,13.61,0,0.08,Y,3
10567,25,53467,MORTGAGE,5.0,MEDICAL,D,25000,15.7,1,0.4,Y,4
21443,29,42000,MORTGAGE,6.0,PERSONAL,B,6000,11.49,1,0.14,N,9
9527,22,108000,RENT,1.0,PERSONAL,D,8000,16.29,1,0.07,Y,2
28918,32,40000,MORTGAGE,16.0,MEDICAL,A,16000,5.99,0,0.4,N,9
20611,27,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12500,6.03,1,0.35,N,7
29129,40,540600,MORTGAGE,8.0,MEDICAL,D,35000,15.99,1,0.06,Y,11
19465,28,48876,RENT,5.0,PERSONAL,D,3000,14.59,0,0.06,N,8
32220,37,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13000,6.62,0,0.16,N,16
14629,22,48255,RENT,3.0,VENTURE,A,2000,6.76,0,0.04,N,2
28241,28,209000,OWN,4.0,HOMEIMPROVEMENT,D,15000,14.84,0,0.07,N,8
13669,22,95000,MORTGAGE,0.0,MEDICAL,A,6875,6.54,0,0.07,N,2
27671,33,160000,MORTGAGE,3.0,PERSONAL,B,22000,10.75,0,0.14,N,8
7279,26,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.19,N,4
18615,27,24000,OWN,2.0,VENTURE,C,6000,12.53,0,0.25,N,9
31137,36,78000,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.19,N,16
19014,27,37000,RENT,11.0,MEDICAL,A,14700,5.99,1,0.4,N,9
649,23,58800,RENT,7.0,DEBTCONSOLIDATION,A,20000,7.66,1,0.34,N,3
3044,21,85000,RENT,5.0,PERSONAL,B,3200,10.25,0,0.04,N,4
29781,45,19200,RENT,1.0,VENTURE,B,4000,10.0,1,0.21,N,15
6257,24,30000,RENT,2.0,HOMEIMPROVEMENT,D,6000,15.99,1,0.2,Y,3
32558,56,70000,MORTGAGE,7.0,PERSONAL,B,15000,10.38,0,0.21,N,24
1638,24,28000,OTHER,0.0,EDUCATION,B,9000,10.83,1,0.32,N,3
25160,33,80000,OWN,12.0,HOMEIMPROVEMENT,C,9000,11.97,0,0.11,N,7
17692,23,33359,RENT,2.0,MEDICAL,A,9000,,1,0.27,N,4
9824,24,30000,RENT,0.0,EDUCATION,D,9000,15.58,1,0.3,N,3
25313,27,61000,RENT,1.0,VENTURE,B,12000,12.21,0,0.2,N,5
31074,38,66000,RENT,1.0,PERSONAL,D,10000,15.99,1,0.15,Y,12
26185,35,97500,MORTGAGE,19.0,MEDICAL,A,8000,5.42,0,0.08,N,9
24007,27,29000,RENT,2.0,PERSONAL,B,10000,12.69,1,0.34,N,10
3694,24,18000,RENT,0.0,DEBTCONSOLIDATION,B,4000,,1,0.22,N,3
25048,27,80000,MORTGAGE,5.0,PERSONAL,C,35000,,0,0.44,N,8
15345,22,130000,MORTGAGE,3.0,VENTURE,B,24250,12.18,0,0.19,N,4
12581,26,83000,MORTGAGE,2.0,MEDICAL,B,25000,10.99,0,0.3,N,3
24564,28,74600,OWN,12.0,PERSONAL,C,9500,10.78,0,0.13,N,9
26190,27,98000,MORTGAGE,,PERSONAL,B,10000,12.69,0,0.1,N,7
18607,27,132000,RENT,4.0,DEBTCONSOLIDATION,A,18000,8.49,0,0.14,N,9
29691,41,35100,MORTGAGE,3.0,EDUCATION,A,4650,7.88,0,0.13,N,17
10977,24,38400,RENT,8.0,VENTURE,A,4200,6.76,0,0.11,N,4
11788,26,59497,OWN,2.0,MEDICAL,E,7000,17.88,1,0.1,N,2
11582,25,75000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0,0.08,N,2
10410,21,52244,MORTGAGE,5.0,MEDICAL,C,4000,,1,0.07,N,2
19573,34,54000,RENT,5.0,MEDICAL,D,3000,15.37,1,0.06,Y,6
28525,34,91000,MORTGAGE,19.0,MEDICAL,B,15000,,0,0.16,N,8
8579,25,53000,MORTGAGE,9.0,MEDICAL,A,10625,,1,0.2,N,4
9804,21,33600,RENT,5.0,PERSONAL,B,9000,11.86,1,0.27,N,4
10720,26,70000,OWN,10.0,PERSONAL,B,10000,12.42,0,0.14,N,4
2251,26,33800,RENT,4.0,EDUCATION,C,13000,13.57,1,0.38,N,4
26194,35,47400,RENT,2.0,PERSONAL,D,14000,14.42,1,0.3,N,7
21682,31,50000,MORTGAGE,7.0,VENTURE,A,6000,5.99,0,0.12,N,8
26152,30,97000,MORTGAGE,9.0,PERSONAL,C,5000,13.49,0,0.05,Y,9
27358,31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,0,0.07,N,6
2361,22,35500,RENT,6.0,MEDICAL,D,2500,15.62,1,0.07,N,2
1632,24,54000,RENT,8.0,MEDICAL,C,1500,14.17,0,0.03,Y,2
26314,32,100000,MORTGAGE,4.0,VENTURE,A,9500,5.79,0,0.1,N,8
18960,28,30000,MORTGAGE,5.0,VENTURE,A,15000,,0,0.5,N,9
17320,24,46809,RENT,4.0,MEDICAL,B,5000,12.18,0,0.11,N,2
23217,30,54000,MORTGAGE,3.0,MEDICAL,D,15250,14.42,1,0.28,Y,8
21167,34,45204,MORTGAGE,4.0,PERSONAL,A,5000,9.63,0,0.11,N,9
16063,25,70000,RENT,3.0,MEDICAL,A,5600,7.9,0,0.08,N,3
21593,31,36000,RENT,3.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.17,N,9
23971,35,62000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,10000,15.33,1,0.16,N,10
4550,21,41004,MORTGAGE,5.0,VENTURE,B,24250,10.75,0,0.59,N,2
8125,25,55800,MORTGAGE,1.0,PERSONAL,B,4000,10.75,0,0.07,N,2
20882,28,66000,RENT,11.0,DEBTCONSOLIDATION,C,9000,13.99,0,0.14,N,7
25720,27,90000,MORTGAGE,12.0,EDUCATION,A,20000,,0,0.22,N,6
10017,23,65000,MORTGAGE,7.0,EDUCATION,A,9000,7.88,0,0.14,N,3
680,25,62000,RENT,3.0,MEDICAL,A,20000,6.54,1,0.32,N,3
13056,24,87278,MORTGAGE,3.0,VENTURE,A,12000,5.42,0,0.14,N,2
7771,23,36000,RENT,5.0,VENTURE,B,7000,10.65,0,0.19,N,2
13214,25,66300,MORTGAGE,6.0,MEDICAL,C,20000,15.27,1,0.26,N,4
26733,28,110000,MORTGAGE,0.0,VENTURE,E,15000,16.32,0,0.14,Y,5
24272,32,52000,RENT,10.0,EDUCATION,A,4200,7.51,0,0.08,N,6
6435,25,50000,MORTGAGE,10.0,EDUCATION,C,10000,13.49,0,0.2,Y,4
17540,26,80000,MORTGAGE,0.0,VENTURE,A,6300,5.79,0,0.08,N,4
10587,22,35000,RENT,2.0,VENTURE,B,10000,,0,0.29,N,2
733,23,75600,RENT,3.0,PERSONAL,E,20000,16.32,0,0.26,Y,3
13484,24,19464,RENT,,PERSONAL,C,2500,13.84,1,0.13,Y,3
27630,34,154000,MORTGAGE,4.0,PERSONAL,B,4000,10.37,0,0.03,N,8
5557,24,68648,RENT,1.0,VENTURE,B,5000,10.99,0,0.07,N,2
28564,32,74000,MORTGAGE,5.0,VENTURE,B,15000,11.11,0,0.2,N,9
30251,39,55000,RENT,2.0,EDUCATION,C,6000,12.99,0,0.11,N,13
30201,36,49000,OWN,,PERSONAL,D,4200,16.02,0,0.09,Y,13
23322,27,61500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.1,N,7
26994,29,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.04,N,9
19383,33,33000,MORTGAGE,3.0,EDUCATION,B,4000,12.69,0,0.12,N,8
25195,31,36000,RENT,4.0,EDUCATION,B,12000,10.36,1,0.33,N,8
31623,44,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,,0,0.1,N,14
30802,36,23004,RENT,0.0,PERSONAL,B,9450,10.37,1,0.41,N,13
15594,25,150000,OWN,0.0,VENTURE,A,14400,8.9,0,0.1,N,4
26882,27,29040,RENT,11.0,DEBTCONSOLIDATION,C,1800,13.23,1,0.06,Y,5
20052,27,38000,OWN,,MEDICAL,A,6500,5.42,0,0.17,N,6
14714,26,40000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.22,1,0.38,Y,3
8412,23,57600,MORTGAGE,7.0,EDUCATION,C,10000,13.11,0,0.17,N,3
29854,36,40000,MORTGAGE,2.0,EDUCATION,A,6000,,0,0.15,N,15
4709,24,75000,RENT,0.0,DEBTCONSOLIDATION,A,4975,6.76,0,0.07,N,4
3347,24,37950,RENT,8.0,EDUCATION,B,11000,11.86,0,0.29,N,2
3702,21,38000,OWN,1.0,MEDICAL,A,5000,8.94,0,0.13,N,2
1278,23,25200,OWN,3.0,EDUCATION,B,1000,11.48,0,0.04,N,4
6819,22,50000,MORTGAGE,0.0,EDUCATION,B,20000,11.48,0,0.4,N,2
17217,25,59004,RENT,1.0,HOMEIMPROVEMENT,D,20000,14.84,1,0.34,N,4
9103,22,52000,RENT,3.0,EDUCATION,C,5200,,0,0.1,Y,4
10378,22,24996,RENT,3.0,MEDICAL,A,10000,8.94,1,0.4,N,4
32563,52,71520,RENT,0.0,EDUCATION,E,7000,16.82,1,0.1,Y,24
10557,22,33600,RENT,3.0,EDUCATION,B,10000,10.25,0,0.3,N,3
9423,23,75000,RENT,5.0,DEBTCONSOLIDATION,B,8000,10.74,0,0.11,N,3
22557,30,49777,MORTGAGE,7.0,MEDICAL,D,6000,14.54,1,0.12,N,6
8997,23,53000,RENT,6.0,MEDICAL,C,8000,14.26,0,0.15,Y,4
27739,30,180000,MORTGAGE,13.0,PERSONAL,B,28000,10.65,0,0.16,N,6
1105,26,75000,RENT,4.0,PERSONAL,A,17500,7.9,0,0.23,N,2
5360,25,47000,RENT,1.0,EDUCATION,A,8500,8.9,0,0.18,N,4
18524,35,65412,RENT,12.0,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7
5845,25,47000,MORTGAGE,5.0,EDUCATION,B,10400,11.49,0,0.22,N,2
4112,26,29000,RENT,10.0,DEBTCONSOLIDATION,B,4200,,0,0.14,N,3
31641,38,117960,MORTGAGE,0.0,MEDICAL,A,12000,,0,0.1,N,17
26003,35,50000,RENT,16.0,MEDICAL,B,13000,10.25,0,0.26,N,8
16059,23,75000,OWN,8.0,VENTURE,A,8000,6.17,0,0.11,N,2
19306,33,53000,RENT,6.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.05,N,7
5566,22,71000,RENT,5.0,MEDICAL,B,5000,,0,0.07,N,3
24183,31,45000,RENT,4.0,EDUCATION,B,10000,10.65,0,0.22,N,5
30283,47,70000,RENT,3.0,HOMEIMPROVEMENT,A,6000,8.49,0,0.09,N,12
29925,47,126000,RENT,1.0,MEDICAL,A,10000,6.91,0,0.08,N,17
10912,25,45000,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.89,0,0.22,N,3
18768,31,26010,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6500,9.99,0,0.25,N,9
14471,25,108000,MORTGAGE,8.0,VENTURE,A,15000,6.62,0,0.14,N,2
21181,29,45500,MORTGAGE,6.0,HOMEIMPROVEMENT,B,10000,10.65,0,0.22,N,10
18673,33,33000,RENT,4.0,PERSONAL,B,16750,12.53,1,0.51,N,5
30600,37,43000,RENT,0.0,MEDICAL,B,8000,11.49,0,0.19,N,13
18729,30,54000,RENT,1.0,EDUCATION,E,16000,17.99,1,0.3,Y,10
23208,28,20000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.25,N,8
5194,24,85000,RENT,1.0,MEDICAL,C,9000,13.92,0,0.11,N,4
12969,23,83000,RENT,0.0,VENTURE,A,12000,7.51,0,0.14,N,3
8394,22,57600,OWN,,EDUCATION,A,1500,5.99,0,0.03,N,3
18613,27,24000,MORTGAGE,1.0,VENTURE,C,11000,,0,0.46,Y,6
664,22,20400,MORTGAGE,6.0,EDUCATION,D,6000,15.99,0,0.29,Y,4
17614,25,35000,OWN,9.0,VENTURE,C,4000,13.11,0,0.11,N,4
4753,26,30000,RENT,7.0,DEBTCONSOLIDATION,D,5000,14.42,1,0.17,N,4
15640,24,90000,RENT,6.0,HOMEIMPROVEMENT,D,15000,17.27,0,0.17,Y,4
16825,23,40000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,14.79,0,0.15,Y,3
501,25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2
31262,39,84000,OWN,12.0,EDUCATION,A,9875,7.51,0,0.12,N,15
2700,25,50000,RENT,3.0,PERSONAL,D,12000,16.77,0,0.24,N,3
17532,26,84000,RENT,7.0,DEBTCONSOLIDATION,D,15000,16.0,1,0.18,Y,2
11638,23,75000,MORTGAGE,7.0,VENTURE,B,17000,11.12,0,0.23,N,2
27735,33,178650,MORTGAGE,5.0,HOMEIMPROVEMENT,A,20000,6.99,0,0.11,N,6
27109,31,123000,MORTGAGE,7.0,MEDICAL,A,15000,6.91,0,0.12,N,7
15358,25,130000,MORTGAGE,9.0,PERSONAL,B,15000,11.89,0,0.12,N,2
22160,31,52800,MORTGAGE,,EDUCATION,B,9250,10.36,0,0.18,N,6
14437,26,30000,OWN,4.0,VENTURE,B,5000,11.58,0,0.17,N,4
10463,25,68000,MORTGAGE,2.0,VENTURE,C,6500,12.99,0,0.1,Y,3
6077,23,50000,RENT,8.0,MEDICAL,B,5825,10.65,0,0.12,N,2
3804,26,38400,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,3
10936,26,48000,RENT,10.0,PERSONAL,B,4225,9.83,0,0.09,N,2
30916,40,70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,12000,5.79,0,0.17,N,14
14003,25,31200,OWN,9.0,PERSONAL,A,15000,6.03,0,0.48,N,4
16784,25,46000,RENT,9.0,PERSONAL,A,7000,8.49,0,0.15,N,2
7815,23,40000,RENT,4.0,MEDICAL,B,7000,11.58,0,0.17,N,3
3848,22,38628,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4800,9.99,0,0.12,N,4
9290,21,26400,RENT,2.0,EDUCATION,C,5000,13.49,0,0.19,Y,2
2995,23,31200,RENT,0.0,EDUCATION,C,3200,13.49,0,0.1,Y,4
22821,28,58000,MORTGAGE,11.0,VENTURE,A,10000,9.32,0,0.17,N,10
3892,25,39000,MORTGAGE,9.0,MEDICAL,A,4500,6.54,0,0.12,N,4
8442,26,51996,MORTGAGE,2.0,MEDICAL,E,6500,15.68,1,0.13,N,4
17191,24,94000,RENT,6.0,HOMEIMPROVEMENT,C,9600,12.99,0,0.1,N,2
17596,26,59000,RENT,3.0,MEDICAL,D,12000,,1,0.2,N,4
425,24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4
1116,24,95000,RENT,8.0,PERSONAL,D,17200,17.58,0,0.18,N,3
16909,23,64000,RENT,0.0,MEDICAL,C,12000,13.16,0,0.19,Y,4
9757,22,64000,MORTGAGE,6.0,VENTURE,C,15000,13.23,0,0.23,Y,3
23376,29,62000,MORTGAGE,4.0,PERSONAL,D,3000,14.84,0,0.05,N,7
31968,37,60000,RENT,21.0,VENTURE,B,16000,,0,0.27,N,15
23883,29,66996,MORTGAGE,1.0,PERSONAL,A,9000,8.94,0,0.13,N,7
4281,24,40000,MORTGAGE,3.0,VENTURE,B,10500,11.36,0,0.26,N,4
5836,25,33280,RENT,1.0,MEDICAL,B,5500,,0,0.17,N,4
25920,27,18000,RENT,2.0,PERSONAL,D,2500,14.74,1,0.14,N,8
14658,24,98004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2500,8.49,1,0.03,N,3
5919,21,20000,RENT,,MEDICAL,B,5600,10.75,0,0.28,N,4
21188,34,85000,RENT,7.0,VENTURE,B,5000,11.83,0,0.06,N,5
18305,28,68666,RENT,7.0,DEBTCONSOLIDATION,B,21000,12.69,1,0.31,N,8
13987,24,62004,RENT,6.0,VENTURE,A,14000,8.59,0,0.23,N,4
9799,21,64500,MORTGAGE,2.0,EDUCATION,B,15000,11.83,0,0.23,N,2
3581,25,54000,RENT,1.0,PERSONAL,A,3600,,1,0.07,N,3
1526,26,40044,RENT,1.0,VENTURE,B,1400,11.86,0,0.03,N,4
13486,25,80004,MORTGAGE,8.0,PERSONAL,A,6000,8.0,1,0.07,N,2
966,21,30720,RENT,5.0,EDUCATION,C,18000,13.48,1,0.59,Y,4
10874,23,39000,RENT,3.0,PERSONAL,B,10000,11.99,1,0.26,N,3
26353,35,115000,RENT,2.0,EDUCATION,A,14000,,0,0.12,N,9
25793,34,50000,RENT,2.0,MEDICAL,B,2800,11.86,0,0.06,N,8
28943,28,108000,MORTGAGE,4.0,VENTURE,C,5000,12.87,0,0.05,N,8
13255,23,36000,RENT,4.0,MEDICAL,B,12250,10.74,1,0.34,N,3
982,24,43400,RENT,2.0,DEBTCONSOLIDATION,E,18000,16.63,1,0.41,Y,2
2304,25,31200,MORTGAGE,0.0,EDUCATION,E,4750,,1,0.15,N,2
30366,40,52200,MORTGAGE,3.0,PERSONAL,D,4000,,0,0.08,N,15
23832,27,62000,RENT,2.0,PERSONAL,B,9600,10.25,1,0.15,N,8
1380,22,36000,RENT,1.0,EDUCATION,A,1000,8.59,0,0.03,N,4
634,24,48912,RENT,0.0,MEDICAL,C,20000,11.66,1,0.41,N,4
10108,26,54011,RENT,10.0,EDUCATION,D,9500,16.29,0,0.18,N,2
16755,23,90096,MORTGAGE,0.0,EDUCATION,C,10150,11.97,0,0.11,N,3
9612,21,63000,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0,0.16,N,2
19140,33,34000,RENT,5.0,VENTURE,B,2400,11.99,0,0.07,N,9
9639,21,63000,MORTGAGE,5.0,VENTURE,E,4800,,0,0.08,Y,4
1052,22,24000,MORTGAGE,6.0,MEDICAL,A,2500,7.14,0,0.1,N,2
23030,27,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3600,5.42,0,0.06,N,9
938,22,48888,RENT,1.0,PERSONAL,C,18400,13.16,1,0.38,N,2
19386,31,30000,RENT,2.0,PERSONAL,B,3000,10.95,0,0.1,N,8
21996,31,56000,RENT,4.0,MEDICAL,A,7000,7.29,0,0.13,N,8
30777,40,44940,RENT,2.0,EDUCATION,A,9000,8.94,0,0.2,N,13
5445,24,57996,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.0,0,0.09,N,3
6812,22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4
19948,33,65600,RENT,4.0,PERSONAL,C,10600,12.99,0,0.16,N,7
14518,25,109000,MORTGAGE,9.0,VENTURE,A,12000,7.51,0,0.11,N,4
3619,23,38000,MORTGAGE,5.0,PERSONAL,A,5400,7.9,0,0.14,N,3
16284,21,25000,OWN,0.0,EDUCATION,B,8800,9.33,0,0.35,N,3
32380,56,150000,RENT,7.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.07,N,20
22582,30,115000,RENT,7.0,DEBTCONSOLIDATION,B,7300,10.25,0,0.06,N,9
12311,23,80000,MORTGAGE,3.0,EDUCATION,D,25000,,0,0.31,Y,4
6859,24,50000,OTHER,0.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,3
9373,26,67000,RENT,9.0,VENTURE,A,8000,7.14,0,0.12,N,2
28455,29,50000,RENT,4.0,VENTURE,C,5050,12.73,0,0.1,Y,7
32142,44,80000,MORTGAGE,28.0,HOMEIMPROVEMENT,D,25000,15.33,0,0.31,N,11
1737,21,13200,RENT,2.0,DEBTCONSOLIDATION,A,1875,6.99,0,0.14,N,3
11976,26,78000,MORTGAGE,4.0,PERSONAL,B,1750,10.36,0,0.02,N,2
10631,23,69600,MORTGAGE,7.0,DEBTCONSOLIDATION,A,1200,6.99,0,0.02,N,3
24611,29,63000,RENT,13.0,MEDICAL,A,10000,7.49,0,0.16,N,8
19460,28,33600,MORTGAGE,12.0,MEDICAL,A,3000,5.42,0,0.09,N,5
20340,32,52256,RENT,13.0,PERSONAL,B,4400,,0,0.08,N,5
23404,33,104000,RENT,9.0,DEBTCONSOLIDATION,B,8000,11.58,0,0.08,N,8
8080,25,55000,RENT,1.0,MEDICAL,A,7200,7.9,0,0.13,N,2
13640,24,45996,RENT,1.0,MEDICAL,C,13000,13.47,1,0.28,Y,2
17634,24,59000,MORTGAGE,3.0,EDUCATION,C,6800,12.53,1,0.12,N,2
23257,35,24996,RENT,0.0,VENTURE,A,5000,8.49,0,0.2,N,6
28392,30,42564,RENT,3.0,MEDICAL,B,15000,10.75,1,0.35,N,6
14132,21,100000,OWN,5.0,PERSONAL,A,5000,7.14,0,0.05,N,3
31220,37,42000,RENT,0.0,MEDICAL,A,12000,,0,0.29,N,13
30098,42,45760,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9600,7.51,0,0.21,N,17
20596,35,126000,RENT,19.0,EDUCATION,D,10000,16.29,0,0.08,N,5
10929,25,70000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,16000,12.18,0,0.23,N,4
16538,23,42000,MORTGAGE,7.0,VENTURE,C,12000,15.23,0,0.29,Y,3
23744,28,65000,MORTGAGE,6.0,PERSONAL,D,22000,15.65,0,0.34,N,5
15593,23,149981,MORTGAGE,7.0,MEDICAL,C,25000,12.98,0,0.17,N,3
20290,29,75000,RENT,2.0,DEBTCONSOLIDATION,A,4000,8.49,0,0.05,N,6
24015,27,35000,RENT,3.0,MEDICAL,B,10000,9.88,0,0.29,N,8
2188,24,57772,RENT,6.0,VENTURE,C,13500,13.99,0,0.23,N,2
10785,25,70000,OWN,4.0,PERSONAL,A,4000,7.42,0,0.06,N,2
25078,31,80000,MORTGAGE,6.0,EDUCATION,A,12750,7.29,0,0.16,N,10
8754,22,31200,RENT,0.0,PERSONAL,D,8000,14.3,1,0.26,Y,3
21786,32,60000,RENT,2.0,PERSONAL,B,6000,11.36,0,0.1,N,8
27826,29,250000,MORTGAGE,5.0,PERSONAL,A,10000,7.49,0,0.04,N,10
7300,22,52000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.06,N,2
17873,34,287300,RENT,1.0,MEDICAL,C,15000,12.41,1,0.04,Y,8
5326,23,29520,RENT,7.0,EDUCATION,D,8500,15.37,0,0.29,Y,2
25324,33,83200,MORTGAGE,18.0,HOMEIMPROVEMENT,A,13000,6.99,0,0.16,N,7
16253,25,30720,MORTGAGE,3.0,MEDICAL,B,2000,11.12,0,0.07,N,4
1057,23,90000,RENT,4.0,PERSONAL,B,18000,8.88,0,0.2,N,4
5114,25,43800,MORTGAGE,0.0,EDUCATION,B,13000,10.38,0,0.3,N,4
8161,25,56000,MORTGAGE,9.0,VENTURE,B,12375,11.49,0,0.22,N,4
22781,27,58000,MORTGAGE,7.0,VENTURE,B,2800,11.99,0,0.05,N,8
3886,23,38850,RENT,0.0,EDUCATION,C,4000,12.72,0,0.1,Y,2
3025,26,55000,RENT,1.0,EDUCATION,A,3200,8.49,0,0.06,N,3
22233,27,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,,0,0.51,N,10
15838,23,195000,MORTGAGE,0.0,EDUCATION,B,20000,9.63,0,0.1,N,3
13428,21,35000,OWN,2.0,VENTURE,D,7000,14.59,0,0.2,N,3
28220,31,68000,MORTGAGE,15.0,MEDICAL,A,13600,7.88,0,0.2,N,5
32067,37,145124,MORTGAGE,21.0,PERSONAL,B,11375,10.99,1,0.08,N,11
16801,23,55000,MORTGAGE,4.0,VENTURE,A,8000,7.49,0,0.15,N,2
28287,28,46097,MORTGAGE,12.0,DEBTCONSOLIDATION,B,6000,10.75,0,0.13,N,8
11199,25,72000,OWN,,HOMEIMPROVEMENT,E,18000,16.82,0,0.25,Y,2
24545,35,60000,RENT,7.0,PERSONAL,B,10000,11.11,0,0.17,N,9
30654,49,60000,OWN,7.0,PERSONAL,C,7000,,0,0.12,N,13
5041,24,46809,RENT,4.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.11,N,4
10994,22,70600,MORTGAGE,6.0,MEDICAL,C,7450,13.06,0,0.11,Y,4
20405,27,60000,RENT,6.0,DEBTCONSOLIDATION,B,4500,12.69,0,0.07,N,7
28494,29,55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,9.99,0,0.02,N,9
20078,27,17000,RENT,2.0,VENTURE,D,4000,14.42,1,0.24,N,8
14513,23,108600,MORTGAGE,3.0,MEDICAL,C,8000,12.87,0,0.07,Y,2
30660,37,60000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,6000,9.32,0,0.1,N,16
24719,27,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,8500,17.19,0,0.11,N,5
10232,23,60000,RENT,0.0,EDUCATION,C,9600,14.65,0,0.16,Y,2
17969,28,49861,RENT,2.0,MEDICAL,C,25000,13.11,1,0.5,Y,7
19526,33,55000,RENT,3.0,VENTURE,C,12000,12.99,0,0.22,N,7
13242,23,90000,MORTGAGE,7.0,VENTURE,A,4900,6.99,0,0.05,N,2
8613,25,26000,RENT,4.0,MEDICAL,C,8000,12.87,1,0.31,N,4
12366,22,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,8.32,0,0.13,N,2
18956,33,30000,RENT,11.0,MEDICAL,A,2000,7.29,0,0.07,N,5
13791,22,96000,MORTGAGE,6.0,VENTURE,C,25000,13.8,0,0.26,N,4
22816,27,58000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500,,0,0.03,N,9
27111,28,123000,OWN,7.0,PERSONAL,A,4000,8.59,0,0.03,N,5
22542,29,76000,RENT,2.0,MEDICAL,B,7200,,0,0.09,N,8
19972,29,31400,RENT,3.0,MEDICAL,B,10400,10.71,1,0.33,N,7
11526,24,75000,MORTGAGE,8.0,MEDICAL,C,8000,15.23,0,0.11,Y,3
1476,23,36000,RENT,7.0,DEBTCONSOLIDATION,C,1200,13.99,0,0.03,Y,4
12744,25,70000,RENT,4.0,MEDICAL,B,12000,10.37,0,0.17,N,3
4466,24,42000,RENT,2.0,EDUCATION,C,4800,15.23,1,0.11,Y,2
704,25,68000,RENT,4.0,PERSONAL,C,20000,12.53,0,0.29,Y,4
31482,43,98004,MORTGAGE,11.0,PERSONAL,A,6000,5.42,0,0.06,N,15
26968,32,108000,MORTGAGE,13.0,DEBTCONSOLIDATION,D,8400,15.99,1,0.08,N,7
22337,30,30000,RENT,3.0,MEDICAL,A,7000,,0,0.23,N,8
15503,24,140000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,10.36,0,0.18,N,2
15979,26,15436,RENT,,HOMEIMPROVEMENT,A,5500,7.88,1,0.36,N,3
